NODE NAME,IP ADDRESS,REPORT DATE,OS VERSION,KERNEL,MACHINE INFORMATION,NUMBER OF CPUS,CPU MODEL,MEM TOTAL,SWAP TOTAL,WEBLOGIC VERSION,JAVA VERSION,JVM INFORMATION,JVM TYPE
prodwela,10.33.40.145,Wed Feb 18 13:15:00 MST 2015,CentOS release 5.10 (Final),2.6.18-371.9.1.el5,Linux #1 SMP Tue Jun 10 17:49:56 EDT 2014 x86_64,2,Intel(R) Xeon(R) CPU           E5620  @ 2.40GHz,2009548 kB,6127608 kB,cat: /opt/weblogic/registry.xml: Permission denied, 1.6.0_37,Java(TM) SE Runtime Environment (build 1.6.0_37-b06),Oracle JRockit(R) (build R28.2.5-20-152429-1.6.0_37-20120927-1915-linux-x86_64- compiled mode),BREAKME,prodwel1,10.33.40.146,Wed Feb 18 13:15:00 MST 2015,CentOS release 5.10 (Final),2.6.18-371.9.1.el5,Linux #1 SMP Tue Jun 10 17:49:56 EDT 2014 x86_64,2,Intel(R) Xeon(R) CPU E5-2643 0 @ 3.30GHz,5960380 kB,6127608 kB,cat: /opt/weblogic/registry.xml: Permission denied, 1.6.0_37,Java(TM) SE Runtime Environment (build 1.6.0_37-b06),Oracle JRockit(R) (build R28.2.5-20-152429-1.6.0_37-20120927-1915-linux-x86_64- compiled mode),BREAKME,prodwel2,10.33.40.147,Wed Feb 18 13:15:01 MST 2015,CentOS release 5.10 (Final),2.6.18-371.9.1.el5,Linux #1 SMP Tue Jun 10 17:49:56 EDT 2014 x86_64,2,Intel(R) Xeon(R) CPU E5-2643 0 @ 3.30GHz,5960380 kB,6127608 kB,cat: /opt/weblogic/registry.xml: Permission denied, 1.6.0_37,Java(TM) SE Runtime Environment (build 1.6.0_37-b06),Oracle JRockit(R) (build R28.2.5-20-152429-1.6.0_37-20120927-1915-linux-x86_64- compiled mode),BREAKME
