NODE NAME,IP ADDRESS,REPORT DATE,OS VERSION,MACHINE INFORMATION,NUMBER OF CPUS,CPU MODEL,MEM TOTAL,SWAP TOTAL,TOMCAT VERSION,JVM VERSION,JVM VENDOR
arrakis,172.16.23.46,Wed Feb 18 13:14:34 MST 2015,CentOS release 6.5 (Final),Linux #1 SMP Wed May 7 23:32:49 UTC 2014 x86_64,4,Intel(R) Xeon(R) CPU E5-2650 0 @ 2.00GHz,  3924372 kB,  4194296 kB,BREAKME,geidiprime,172.16.23.48,Wed Feb 18 13:14:34 MST 2015,CentOS release 6.5 (Final),Linux #1 SMP Wed May 7 23:32:49 UTC 2014 x86_64,4,Intel(R) Xeon(R) CPU E5-2650 0 @ 2.00GHz,  3924372 kB,  4194296 kB,BREAKME,caladan,172.16.23.47,Wed Feb 18 13:14:34 MST 2015,CentOS release 6.5 (Final),Linux #1 SMP Wed May 7 23:32:49 UTC 2014 x86_64,4,Intel(R) Xeon(R) CPU E5-2650 0 @ 2.00GHz,  3924372 kB,  4194296 kB,BREAKME,kaitain,172.16.23.49,Wed Feb 18 13:14:34 MST 2015,CentOS release 6.5 (Final),Linux #1 SMP Wed May 7 23:32:49 UTC 2014 x86_64,4,Intel(R) Xeon(R) CPU E5-2650 0 @ 2.00GHz,  3924372 kB,  4194296 kB,BREAKME
