NODE NAME,IP ADDRESS,REPORT DATE,OS VERSION,KERNEL,MACHINE INFORMATION,NUMBER OF CPUS,CPU MODEL,MEM TOTAL,SWAP TOTAL,APACHE VERSION,BUILD DATE,OPENSSL VERSION
arrakis,172.16.23.46,Wed Feb 18 13:14:30 MST 2015,CentOS release 6.5 (Final),2.6.32-431.17.1.el6.x86_64,Linux #1 SMP Wed May 7 23:32:49 UTC 2014 x86_64,4,Intel(R) Xeon(R) CPU E5-2650 0 @ 2.00GHz,  3924372 kB,  4194296 kB,OpenSSL 1.0.1e-fips 11 Feb 2013,BREAKME,geidiprime,172.16.23.48,Wed Feb 18 13:14:30 MST 2015,CentOS release 6.5 (Final),2.6.32-431.17.1.el6.x86_64,Linux #1 SMP Wed May 7 23:32:49 UTC 2014 x86_64,4,Intel(R) Xeon(R) CPU E5-2650 0 @ 2.00GHz,  3924372 kB,  4194296 kB,OpenSSL 1.0.1e-fips 11 Feb 2013,BREAKME,caladan,172.16.23.47,Wed Feb 18 13:14:30 MST 2015,CentOS release 6.5 (Final),2.6.32-431.17.1.el6.x86_64,Linux #1 SMP Wed May 7 23:32:49 UTC 2014 x86_64,4,Intel(R) Xeon(R) CPU E5-2650 0 @ 2.00GHz,  3924372 kB,  4194296 kB,OpenSSL 1.0.1e-fips 11 Feb 2013,BREAKME,kaitain,172.16.23.49,Wed Feb 18 13:14:30 MST 2015,CentOS release 6.5 (Final),2.6.32-431.17.1.el6.x86_64,Linux #1 SMP Wed May 7 23:32:49 UTC 2014 x86_64,4,Intel(R) Xeon(R) CPU E5-2650 0 @ 2.00GHz,  3924372 kB,  4194296 kB,OpenSSL 1.0.1e-fips 11 Feb 2013,BREAKME
